customer_id,gender,is_senior,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movie,subscription_plan,paperless_billing,payment_method,monthly_revenue,lifetime_value,is_churned,customer_segment,tenure_bucket,is_active_customer
5515-RUGKN,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.5,438.05,0,Low Value,Early,1
0404-AHASP,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),34.55,1421.9,0,Low Value,Loyal,1
7279-NMVJC,Female,0,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),34.6,323.15,0,Low Value,Established,1
2081-VEYEH,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.65,318.6,0,Low Value,New,1
6407-UTSLV,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.65,163.7,0,Low Value,New,1
4116-TZAQJ,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),34.7,639.65,1,Low Value,Early,0
9060-HJJRW,Female,0,No,No,51,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),34.7,2928.5,0,Low Value,Loyal,1
2587-YNLES,Female,0,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,34.7,100.35,0,Low Value,New,1
7398-SKNQZ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,34.7,273.2,0,Low Value,New,1
5935-FCCNB,Female,1,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,1608.15,0,Low Value,Established,1
1958-RNRKS,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,34.7,1441.95,0,Low Value,Loyal,1
5136-RGMZO,Male,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,34.8,2168.15,0,Low Value,Loyal,1
8345-MVDYC,Female,0,No,No,45,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),34.8,3618.7,0,Low Value,Loyal,1
8226-BXGES,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),34.85,5692.65,0,Low Value,Loyal,1
3877-JRJIP,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,34.95,59.85,1,Low Value,New,0
8375-DKEBR,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35,69.6,1,Low Value,New,0
9705-IOVQQ,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,35,5969.3,0,Low Value,Loyal,1
1015-OWJKI,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,35,19.05,0,Low Value,New,1
7511-YMXVQ,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35,418.8,1,Low Value,Early,0
2040-XBAVJ,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),35.05,8100.55,0,Low Value,Loyal,1
7551-JOHTI,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,35.05,19.5,1,Low Value,New,0
8887-IPQNC,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.05,313.45,0,Low Value,Early,1
8646-JCOMS,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),35.1,6130.95,0,Low Value,Loyal,1
9804-ICWBG,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.1,69.9,1,Low Value,New,0
1222-KJNZD,Male,0,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.1,745.3,0,Low Value,Loyal,1
0106-GHRQR,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.1,1212.1,0,Low Value,Established,1
5318-IXUZF,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.15,183.75,1,Low Value,New,0
3768-VHXQO,Male,0,Yes,No,67,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),35.15,1583.5,0,Low Value,Loyal,1
8952-WCVCD,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),35.2,4162.05,0,Low Value,Loyal,1
2418-TPEUN,Female,0,Yes,Yes,56,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),35.2,1119.9,0,Low Value,Loyal,1
3963-RYFNS,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.2,8013.55,0,Low Value,Loyal,1
3198-VELRD,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.25,264.85,1,Low Value,New,0
8540-ZQGEA,Female,0,Yes,No,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),35.3,1102.4,0,Low Value,Loyal,1
1320-REHCS,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.35,5832,0,Low Value,Loyal,1
4137-JOPHL,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),35.4,4304.5,0,Low Value,Loyal,1
9436-ZBZCT,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.4,1178.4,1,Low Value,Established,0
7801-CEDNV,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),35.4,1421.75,0,Low Value,Loyal,1
2057-BOYKM,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.4,6827.5,0,Low Value,Loyal,1
3658-QQJYD,Male,0,No,No,62,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),35.4,4698.05,0,Low Value,Loyal,1
1803-BGNBD,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.45,654.5,0,Low Value,Early,1
0134-XWXCE,Female,1,No,No,44,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),35.45,3268.05,0,Low Value,Loyal,1
6950-TWMYB,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),35.45,4362.05,0,Low Value,Loyal,1
5848-FHRFC,Female,0,No,No,68,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),35.45,1386.9,0,Low Value,Loyal,1
2243-FNMMI,Male,0,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,35.5,415.4,0,Low Value,Established,1
2511-MORQY,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),35.5,2614.1,0,Low Value,Loyal,1
5356-KZCKT,Male,0,No,No,58,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),35.5,1513.6,0,Low Value,Loyal,1
9470-XCCEM,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.55,3161.6,0,Low Value,Loyal,1
6519-CFDBX,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.55,80.95,0,Low Value,New,1
3902-MIVLE,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,35.6,4676.7,0,Low Value,Loyal,1
0409-WTMPL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),35.65,6526.65,0,Low Value,Loyal,1
8763-KIAFH,Female,0,Yes,Yes,27,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,35.65,583.3,0,Low Value,Loyal,1
3669-WHAFY,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),35.65,8078.1,0,Low Value,Loyal,1
3055-VTCGS,Female,0,No,No,63,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),35.7,3503.5,0,Low Value,Loyal,1
3144-KMTWZ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.75,6669.45,0,Low Value,Loyal,1
7279-BUYWN,Female,1,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,4689.5,1,Low Value,Loyal,0
7156-MHUGY,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.75,1201.15,1,Low Value,Established,0
7198-GLXTC,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,35.75,143.65,1,Low Value,New,0
2007-QVGAW,Female,0,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),35.75,1292.65,0,Low Value,Loyal,1
5207-PLSTK,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.75,48.75,0,Low Value,New,1
2307-FYNNL,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,35.8,7108.2,0,Low Value,Loyal,1
5605-XNWEN,Male,1,Yes,No,72,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),35.8,1802.55,0,Low Value,Loyal,1
2155-AMQRX,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),35.8,1505.15,0,Low Value,Loyal,1
6181-AXXYF,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),35.9,1859.1,0,Low Value,Loyal,1
5091-HFAZW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.9,168.5,0,Low Value,New,1
0516-VRYBW,Female,0,No,Yes,18,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),35.9,390.85,1,Low Value,Established,0
2519-LBNQL,Male,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,36,6339.45,0,Low Value,Loyal,1
8623-ULFNQ,Female,1,No,No,26,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,36,1652.4,0,Low Value,Loyal,1
8380-PEFPE,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.05,71.65,1,Low Value,New,0
5687-DKDTV,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.1,77.5,1,Low Value,New,0
1568-LJSZU,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),36.1,6392.85,0,Low Value,Loyal,1
7530-HDYDS,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.15,3264.5,1,Low Value,Loyal,0
7789-HKSBS,Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),36.25,4599.15,0,Low Value,Loyal,1
7416-CKTEP,Female,0,Yes,No,57,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.25,1134.25,0,Low Value,Loyal,1
2586-CWXVV,Male,0,Yes,No,54,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,36.45,1621.35,0,Low Value,Loyal,1
3096-IZETN,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.45,947.3,1,Low Value,Early,0
2348-KCJLT,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,36.5,2722.2,0,Low Value,Loyal,1
8401-EMUWF,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.65,3058.3,0,Low Value,Loyal,1
4193-IBKSW,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),36.85,1769.6,0,Low Value,Loyal,1
5377-NDTOU,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,37.7,6293.75,0,Low Value,Loyal,1
5922-ABDVO,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,38.1,1761.05,1,Low Value,Established,0
2474-LCNUE,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.25,1642.75,0,Low Value,Established,1
0839-QNXME,Female,0,No,No,30,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),38.5,578.5,0,Low Value,Loyal,1
3506-OVLKD,Male,0,No,No,35,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),38.5,954.9,0,Low Value,Loyal,1
9172-ANCRX,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.55,973.25,1,Low Value,Early,0
6650-VJONK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.55,43.85,0,Low Value,New,1
2178-PMGCJ,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,38.6,1490.4,0,Low Value,Established,1
7492-TAFJD,Male,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,38.8,280,0,Low Value,Early,1
2773-MADBQ,Female,0,No,No,36,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,38.85,1901.25,0,Low Value,Loyal,1
6016-LVTJQ,Female,0,Yes,Yes,34,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,38.9,716.4,0,Low Value,Loyal,1
7860-KSUGX,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),38.9,4720,0,Low Value,Loyal,1
8966-KZXXA,Male,0,Yes,Yes,36,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),39,930.95,0,Low Value,Loyal,1
6910-HADCM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,39,76.35,1,Low Value,New,0
4816-LXZYW,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,1676.95,1,Low Value,Established,0
9606-PBKBQ,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.1,2642.05,1,Low Value,Loyal,0
5149-QYTTU,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),39.1,6770.85,0,Low Value,Loyal,1
2070-XYMFH,Female,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.1,1835.3,0,Low Value,Established,1
2085-BOJKI,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),39.1,1588.25,0,Low Value,Established,1
0817-HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.1,75.5,0,Low Value,New,1
5442-PPTJY,Male,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,39.15,258.35,0,Low Value,Early,1
1927-QEWMY,Female,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),39.2,1502.25,0,Low Value,Loyal,1
1663-MHLHE,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.2,19.2,0,Low Value,New,1
5663-QBGIS,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),39.3,6929.4,0,Low Value,Loyal,1
4450-MDZFX,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.3,4453.3,0,Low Value,Loyal,1
6701-DHKWQ,Female,0,Yes,Yes,61,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),39.35,3244.4,0,Low Value,Loyal,1
7554-AKDQF,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.4,323.45,0,Low Value,New,1
3536-IQCTX,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,39.4,2661.1,1,Low Value,Loyal,0
4911-BANWH,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2697.4,1,Low Value,Loyal,0
8496-EJAUI,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.5,1424.5,1,Low Value,Established,0
0794-YVSGE,Male,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),39.5,1401.15,0,Low Value,Loyal,1
5423-BHIXO,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.55,1739.6,0,Low Value,Loyal,1
6908-VVYHM,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.6,5931,0,Low Value,Loyal,1
2959-EEXWB,Female,0,Yes,Yes,45,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),39.65,2333.85,0,Low Value,Loyal,1
1839-UMACK,Male,0,No,No,42,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,39.65,949.85,0,Low Value,Loyal,1
3030-YDNRM,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,572.45,0,Low Value,Early,1
7321-KKSDU,Male,0,No,Yes,32,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,39.7,696.8,0,Low Value,Loyal,1
3402-XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,39.7,1381.8,0,Low Value,Established,1
3132-TVFDZ,Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.7,2572.95,1,Low Value,Loyal,0
8286-AFUYI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.85,47.95,0,Low Value,New,1
8080-DDEMJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.9,45.1,1,Low Value,New,0
8356-WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.9,45,0,Low Value,New,1
6365-MTGZX,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.95,2122.45,1,Low Value,Established,0
1349-WXNGG,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),40,20.05,1,Medium Value,New,0
8058-DMYRU,Male,1,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.05,4931.8,0,Medium Value,Loyal,1
9350-ZXYJC,Female,0,No,No,4,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),40.05,116.95,0,Medium Value,New,1
6990-YNRIO,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),40.05,6937.95,1,Medium Value,Loyal,0
8958-JPTRR,Female,0,Yes,No,56,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,40.1,1261.7,0,Medium Value,Loyal,1
6959-GQEGV,Male,0,No,No,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.1,3273.8,0,Medium Value,Loyal,1
3173-WSSUE,Female,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),40.1,1415.85,0,Medium Value,Loyal,1
1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),40.15,3958.2,0,Medium Value,Loyal,1
4115-UMJFQ,Male,0,No,No,69,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),40.15,2492.25,0,Medium Value,Loyal,1
7369-TRPFD,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,40.2,279.2,0,Medium Value,Established,1
1098-KFQEC,Female,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),40.2,1083,0,Medium Value,Loyal,1
7190-XHTWJ,Female,0,No,No,38,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,40.2,755.5,0,Medium Value,Loyal,1
0621-TWIEM,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.2,402.6,1,Medium Value,Early,0
3537-RYBHH,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.2,3252,0,Medium Value,Loyal,1
2485-ITVKB,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.25,68.75,1,Medium Value,New,0
3669-OYSJI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),40.25,46.2,1,Medium Value,New,0
1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,40.3,45.15,1,Medium Value,New,0
6702-OHFWR,Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.3,43.3,1,Medium Value,New,0
5296-BFCYD,Male,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,40.3,936.85,0,Medium Value,Loyal,1
4510-PYUSH,Female,1,No,No,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.3,2250.65,1,Medium Value,Loyal,0
9359-JANWS,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),40.35,3857.1,0,Medium Value,Loyal,1
7517-SAWMO,Female,0,Yes,No,19,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.35,1441.1,1,Medium Value,Established,0
4143-HHPMK,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.4,4338.6,1,Medium Value,Loyal,0
3279-DYZQM,Male,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,40.4,1378.45,0,Medium Value,Loyal,1
7054-LGEQW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,40.4,45.95,1,Medium Value,New,0
0523-VNGTF,Female,1,No,No,52,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.45,2566.3,0,Medium Value,Loyal,1
9575-IWCAZ,Male,0,Yes,No,6,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,40.55,171,0,Medium Value,New,1
7105-MXJLL,Female,1,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,40.55,1597.4,0,Medium Value,Loyal,1
7064-FRRSW,Male,1,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,40.55,4744.35,0,Medium Value,Loyal,1
7940-UQQUG,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),40.55,6721.6,0,Medium Value,Loyal,1
0923-PNFUB,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,40.6,247.25,1,Medium Value,New,0
3961-SXAXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),40.6,44.05,0,Medium Value,New,1
7010-BRBUU,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),40.65,1734.65,0,Medium Value,Loyal,1
3566-HJGPK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.65,45.55,0,Medium Value,New,1
3062-ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.65,4539.35,0,Medium Value,Loyal,1
9938-PRCVK,Female,0,Yes,Yes,41,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),40.65,804.25,0,Medium Value,Loyal,1
0973-KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),40.65,5011.15,0,Medium Value,Loyal,1
5129-HHMZC,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),40.65,3574.5,0,Medium Value,Loyal,1
9637-CDTKZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),40.7,8086.4,0,Medium Value,Loyal,1
3946-JEWRQ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),40.75,4563,0,Medium Value,Loyal,1
